;Person Count for  - High_HH1;Timestamp;Person Count for  - Low_HH1;Person Count for  - Outside_HH1;Person Count for  - Unknown_HH1;Car Location - Car 1, 22kW Charging Power, avg. Speed 30 km/h_HH1;Car Location - Car 2, 22kW Charging Power, avg. Speed 30 km/h_HH1;Car State - Car 1, 22kW Charging Power, avg. Speed 30 km/h_HH1;Car State - Car 2, 22kW Charging Power, avg. Speed 30 km/h_HH1;Driving Distance - Car 1, 22kW Charging Power, avg. Speed 30 km/h_HH1;Driving Distance - Car 2, 22kW Charging Power, avg. Speed 30 km/h_HH1;State of charge - Car 1, 22kW Charging Power, avg. Speed 30 km/h_HH1;State of charge - Car 2, 22kW Charging Power, avg. Speed 30 km/h_HH1;Air Conditioning Load_House;Apparent_HH1;Apparent_House;Cold Water_HH1;Cold Water_House;Electricity_HH1;Electricity_House;Elevator Distance_HH1;Gas_House;Hot water_HH1;Hot water_House;Inner Device Heat Gains_HH1;Inner Device Heat Gains_House;None_HH1;Reactive_HH1;Reactive_House;Space Heating_House;Warm Water_HH1
10;2.0;2020-01-01 00:10:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013456025234247747;0.0;0.0;0.0;0.0012783223972535358;0.0;0.0;0.0;0.0;0.0;0.0012783223972535358;60.0;0.0;0.000420164253271378;0.0;0.0
11;2.0;2020-01-01 00:11:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0017195893729858305;0.0;0.0;0.0;0.0016336099043365389;0.0;0.0;0.0;0.0;0.0;0.0016336099043365389;60.0;0.0;0.0005369416096181839;0.0;0.0
12;2.0;2020-01-01 00:12:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014285253671332565;0.0;0.0;0.0;0.0013570990987765937;0.0;0.0;0.0;0.0;0.0;0.0013570990987765937;60.0;0.0;0.00044605690292042664;0.0;0.0
13;2.0;2020-01-01 00:13:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001301057937984971;0.0;0.0;0.0;0.0012360050410857224;0.0;0.0;0.0;0.0;0.0;0.0012360050410857224;60.0;0.0;0.00040625521092582493;0.0;0.0
14;2.0;2020-01-01 00:14:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013876978994740569;0.0;0.0;0.0;0.001318313004500354;0.0;0.0;0.0;0.0;0.0;0.001318313004500354;60.0;0.0;0.0004333085302298578;0.0;0.0
15;2.0;2020-01-01 00:15:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014043517256075943;0.0;0.0;0.0;0.0013341341393272143;0.0;0.0;0.0;0.0;0.0;0.0013341341393272143;60.0;0.0;0.00043850868577333856;0.0;0.0
16;2.0;2020-01-01 00:16:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013265497651334293;0.0;0.0;0.0;0.0012602222768767577;0.0;0.0;0.0;0.0;0.0;0.0012602222768767577;60.0;0.0;0.000414215031401707;0.0;0.0
17;2.0;2020-01-01 00:17:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001196358786076707;0.0;0.0;0.0;0.0011365408467728718;0.0;0.0;0.0;0.0;0.0;0.0011365408467728718;60.0;0.0;0.0003735629112207691;0.0;0.0
18;2.0;2020-01-01 00:18:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0012759855821776105;0.0;0.0;0.0;0.00121218630306873;0.0;0.0;0.0;0.0;0.0;0.00121218630306873;60.0;0.0;0.00039842637033422;0.0;0.0
19;2.0;2020-01-01 00:19:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001464473038150096;0.0;0.0;0.0;0.001391249386242591;0.0;0.0;0.0;0.0;0.0;0.001391249386242591;60.0;0.0;0.000457281559597789;0.0;0.0
20;2.0;2020-01-01 00:20:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015514079108358424;0.0;0.0;0.0;0.0014738375152940502;0.0;0.0;0.0;0.0;0.0;0.0014738375152940502;60.0;0.0;0.00048442696489346427;0.0;0.0
21;2.0;2020-01-01 00:21:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013375048486400883;0.0;0.0;0.0;0.0012706296062080838;0.0;0.0;0.0;0.0;0.0;0.0012706296062080838;60.0;0.0;0.0004176357551302756;0.0;0.0
22;2.0;2020-01-01 00:22:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013076988782755408;0.0;0.0;0.0;0.0012423139343617636;0.0;0.0;0.0;0.0;0.0;0.0012423139343617636;60.0;0.0;0.0004083288438669295;0.0;0.0
23;2.0;2020-01-01 00:23:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001344481153855722;0.0;0.0;0.0;0.0012772570961629359;0.0;0.0;0.0;0.0;0.0;0.0012772570961629359;60.0;0.0;0.00041981410573566807;0.0;0.0
24;2.0;2020-01-01 00:24:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001396312366996339;0.0;0.0;0.0;0.0013264967486465219;0.0;0.0;0.0;0.0;0.0;0.0013264967486465219;60.0;0.0;0.00043599839685155384;0.0;0.0
25;2.0;2020-01-01 00:25:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014381040964335492;0.0;0.0;0.0;0.0013661988916118717;0.0;0.0;0.0;0.0;0.0;0.0013661988916118717;60.0;0.0;0.000449047860185803;0.0;0.0
26;2.0;2020-01-01 00:26:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015419199154321577;0.0;0.0;0.0;0.00146482391966055;0.0;0.0;0.0;0.0;0.0;0.00146482391966055;60.0;0.0;0.00048146433927822316;0.0;0.0
27;2.0;2020-01-01 00:27:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015048254548703248;0.0;0.0;0.0;0.0014295841821268084;0.0;0.0;0.0;0.0;0.0;0.0014295841821268084;60.0;0.0;0.00046988159768020736;0.0;0.0
28;2.0;2020-01-01 00:28:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014029799527167605;0.0;0.0;0.0;0.0013328309550809222;0.0;0.0;0.0;0.0;0.0;0.0013328309550809222;60.0;0.0;0.0004380803498254629;0.0;0.0
29;2.0;2020-01-01 00:29:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.00120275664246186;0.0;0.0;0.0;0.001142618810338767;0.0;0.0;0.0;0.0;0.0;0.001142618810338767;60.0;0.0;0.00037556064123673503;0.0;0.0
30;2.0;2020-01-01 00:30:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0010806072463946258;0.0;0.0;0.0;0.0010265768840748946;0.0;0.0;0.0;0.0;0.0;0.0010265768840748946;60.0;0.0;0.00033741950453946255;0.0;0.0
31;2.0;2020-01-01 00:31:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014864676663537458;0.0;0.0;0.0;0.0014121442830360585;0.0;0.0;0.0;0.0;0.0;0.0014121442830360585;60.0;0.0;0.00046414938005315455;0.0;0.0
32;2.0;2020-01-01 00:32:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0012350845454724632;0.0;0.0;0.0;0.0011733303181988403;0.0;0.0;0.0;0.0;0.0;0.0011733303181988403;60.0;0.0;0.00038565502571641684;0.0;0.0
33;2.0;2020-01-01 00:33:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015028260933530918;0.0;0.0;0.0;0.0014276847886854373;0.0;0.0;0.0;0.0;0.0;0.0014276847886854373;60.0;0.0;0.00046925729724654763;0.0;0.0
34;2.0;2020-01-01 00:34:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015032703256194712;0.0;0.0;0.0;0.0014281068093384976;0.0;0.0;0.0;0.0;0.0;0.0014281068093384976;60.0;0.0;0.0004693960087272658;0.0;0.0
35;2.0;2020-01-01 00:35:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001329803569923232;0.0;0.0;0.0;0.0012633133914270703;0.0;0.0;0.0;0.0;0.0;0.0012633133914270703;60.0;0.0;0.0004152310316216818;0.0;0.0
36;2.0;2020-01-01 00:36:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015000195498268358;0.0;0.0;0.0;0.0014250185723354936;0.0;0.0;0.0;0.0;0.0;0.0014250185723354936;60.0;0.0;0.0004683809543113532;0.0;0.0
37;2.0;2020-01-01 00:37:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015070884190283929;0.0;0.0;0.0;0.0014317339980769734;0.0;0.0;0.0;0.0;0.0;0.0014317339980769734;60.0;0.0;0.00047058820801208653;0.0;0.0
38;2.0;2020-01-01 00:38:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001441033339217035;0.0;0.0;0.0;0.0013689816722561832;0.0;0.0;0.0;0.0;0.0;0.0013689816722561832;60.0;0.0;0.0004499625159517877;0.0;0.0
39;2.0;2020-01-01 00:39:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014631026975012854;0.0;0.0;0.0;0.0013899475626262209;0.0;0.0;0.0;0.0;0.0;0.0013899475626262209;60.0;0.0;0.00045685367086734167;0.0;0.0
40;2.0;2020-01-01 00:40:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014857583227349809;0.0;0.0;0.0;0.0014114704065982316;0.0;0.0;0.0;0.0;0.0;0.0014114704065982316;60.0;0.0;0.0004639278875791863;0.0;0.0
41;2.0;2020-01-01 00:41:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015813354119006287;0.0;0.0;0.0;0.0015022686413055971;0.0;0.0;0.0;0.0;0.0;0.0015022686413055971;60.0;0.0;0.0004937718241057971;0.0;0.0
42;2.0;2020-01-01 00:42:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015480656072382405;0.0;0.0;0.0;0.0014706623268763283;0.0;0.0;0.0;0.0;0.0;0.0014706623268763283;60.0;0.0;0.0004833833309296111;0.0;0.0
43;2.0;2020-01-01 00:43:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013929196958087531;0.0;0.0;0.0;0.0013232737110183154;0.0;0.0;0.0;0.0;0.0;0.0013232737110183154;60.0;0.0;0.0004349390356127689;0.0;0.0
44;2.0;2020-01-01 00:44:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014825551921839692;0.0;0.0;0.0;0.0014084274325747708;0.0;0.0;0.0;0.0;0.0;0.0014084274325747708;60.0;0.0;0.0004629277103852025;0.0;0.0
45;2.0;2020-01-01 00:45:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014787250297501025;0.0;0.0;0.0;0.001404788778262597;0.0;0.0;0.0;0.0;0.0;0.001404788778262597;60.0;0.0;0.00046173174254855053;0.0;0.0
46;2.0;2020-01-01 00:46:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015051194410768494;0.0;0.0;0.0;0.0014298634690230066;0.0;0.0;0.0;0.0;0.0;0.0014298634690230066;60.0;0.0;0.0004699733948437724;0.0;0.0
47;2.0;2020-01-01 00:47:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013361844029548757;0.0;0.0;0.0;0.0012693751828071317;0.0;0.0;0.0;0.0;0.0;0.0012693751828071317;60.0;0.0;0.00041722344609721823;0.0;0.0
48;2.0;2020-01-01 00:48:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015219549111126908;0.0;0.0;0.0;0.001445857165557056;0.0;0.0;0.0;0.0;0.0;0.001445857165557056;60.0;0.0;0.00047523026867756873;0.0;0.0
49;2.0;2020-01-01 00:49:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001781259100969238;0.0;0.0;0.0;0.0016921961459207759;0.0;0.0;0.0;0.0;0.0;0.0016921961459207759;60.0;0.0;0.0005561979760090916;0.0;0.0
50;2.0;2020-01-01 00:50:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014505654013694186;0.0;0.0;0.0;0.0013780371313009475;0.0;0.0;0.0;0.0;0.0;0.0013780371313009475;60.0;0.0;0.0004529389014048999;0.0;0.0
51;2.0;2020-01-01 00:51:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015673034891198804;0.0;0.0;0.0;0.001488938314663886;0.0;0.0;0.0;0.0;0.0;0.001488938314663886;60.0;0.0;0.0004893903576218244;0.0;0.0
52;2.0;2020-01-01 00:52:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0017371276379078504;0.0;0.0;0.0;0.0016502712560124578;0.0;0.0;0.0;0.0;0.0;0.0016502712560124578;60.0;0.0;0.0005424179310848538;0.0;0.0
53;2.0;2020-01-01 00:53:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013277845342320091;0.0;0.0;0.0;0.0012613953075204087;0.0;0.0;0.0;0.0;0.0;0.0012613953075204087;60.0;0.0;0.0004146005879291627;0.0;0.0
54;2.0;2020-01-01 00:54:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0012866869635188643;0.0;0.0;0.0;0.0012223526153429208;0.0;0.0;0.0;0.0;0.0;0.0012223526153429208;60.0;0.0;0.0004017678755870314;0.0;0.0
55;2.0;2020-01-01 00:55:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0012798929254462757;0.0;0.0;0.0;0.001215898279173962;0.0;0.0;0.0;0.0;0.0;0.001215898279173962;60.0;0.0;0.00039964643787881353;0.0;0.0
56;2.0;2020-01-01 00:56:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015179939065729823;0.0;0.0;0.0;0.0014420942112443333;0.0;0.0;0.0;0.0;0.0;0.0014420942112443333;60.0;0.0;0.0004739934454064625;0.0;0.0
57;2.0;2020-01-01 00:57:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014121566868875487;0.0;0.0;0.0;0.0013415488525431714;0.0;0.0;0.0;0.0;0.0;0.0013415488525431714;60.0;0.0;0.0004409457841518833;0.0;0.0
58;2.0;2020-01-01 00:58:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014582048994247086;0.0;0.0;0.0;0.0013852946544534732;0.0;0.0;0.0;0.0;0.0;0.0013852946544534732;60.0;0.0;0.0004553243339081026;0.0;0.0
59;2.0;2020-01-01 00:59:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013378782465633943;0.0;0.0;0.0;0.0012709843342352247;0.0;0.0;0.0;0.0;0.0;0.0012709843342352247;60.0;0.0;0.0004177523485944582;0.0;0.0
60;2.0;2020-01-01 01:00:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013734169536588356;0.0;0.0;0.0;0.0013047461059758937;0.0;0.0;0.0;0.0;0.0;0.0013047461059758937;60.0;0.0;0.00042884930632829316;0.0;0.0
61;2.0;2020-01-01 01:01:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015147152325904441;0.0;0.0;0.0;0.0014389794709609217;0.0;0.0;0.0;0.0;0.0;0.0014389794709609217;60.0;0.0;0.0004729696797835448;0.0;0.0
62;2.0;2020-01-01 01:02:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013070318900114616;0.0;0.0;0.0;0.0012416802955108885;0.0;0.0;0.0;0.0;0.0;0.0012416802955108885;60.0;0.0;0.00040812057684822315;0.0;0.0
63;2.0;2020-01-01 01:03:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014847468066621619;0.0;0.0;0.0;0.0014105094663290536;0.0;0.0;0.0;0.0;0.0;0.0014105094663290536;60.0;0.0;0.0004636120417866812;0.0;0.0
64;2.0;2020-01-01 01:04:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014033038481511635;0.0;0.0;0.0;0.001333138655743605;0.0;0.0;0.0;0.0;0.0;0.001333138655743605;60.0;0.0;0.00043818148614243967;0.0;0.0
65;2.0;2020-01-01 01:05:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0014761972788186045;0.0;0.0;0.0;0.0014023874148776745;0.0;0.0;0.0;0.0;0.0;0.0014023874148776745;60.0;0.0;0.00046094245257316784;0.0;0.0
66;2.0;2020-01-01 01:06:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.00125176096435804;0.0;0.0;0.0;0.001189172916140138;0.0;0.0;0.0;0.0;0.0;0.001189172916140138;60.0;0.0;0.0003908622358444608;0.0;0.0
67;2.0;2020-01-01 01:07:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013464160939410225;0.0;0.0;0.0;0.0012790952892439713;0.0;0.0;0.0;0.0;0.0;0.0012790952892439713;60.0;0.0;0.0004204182905836542;0.0;0.0
68;2.0;2020-01-01 01:08:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0011965537029563758;0.0;0.0;0.0;0.001136726017808557;0.0;0.0;0.0;0.0;0.0;0.001136726017808557;60.0;0.0;0.0003736237739969383;0.0;0.0
69;2.0;2020-01-01 01:09:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.001234615694599665;0.0;0.0;0.0;0.0011728849098696819;0.0;0.0;0.0;0.0;0.0;0.0011728849098696819;60.0;0.0;0.0003855086270783082;0.0;0.0
70;2.0;2020-01-01 01:10:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013035707324109518;0.0;0.0;0.0;0.001238392195790404;0.0;0.0;0.0;0.0;0.0;0.001238392195790404;60.0;0.0;0.0004070398307338568;0.0;0.0
71;2.0;2020-01-01 01:11:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0012522634724378135;0.0;0.0;0.0;0.0011896502988159225;0.0;0.0;0.0;0.0;0.0;0.0011896502988159225;60.0;0.0;0.000391019143942079;0.0;0.0
72;2.0;2020-01-01 01:12:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0015020438192987892;0.0;0.0;0.0;0.0014269416283338497;0.0;0.0;0.0;0.0;0.0;0.0014269416283338497;60.0;0.0;0.00046901303225138164;0.0;0.0
73;2.0;2020-01-01 01:13:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0012324743582679996;0.0;0.0;0.0;0.0011708506403545994;0.0;0.0;0.0;0.0;0.0;0.0011708506403545994;60.0;0.0;0.00038483999502305076;0.0;0.0
74;2.0;2020-01-01 01:14:00;0.0;0.0;0.0;;Home;ParkingAndFullyCharged;ParkingAndFullyCharged;0.0;0.0;1.0;1.0;0.0;0.0;0.0013977267616323756;0.0;0.0;0.0;0.0013278404235507566;0.0;0.0;0.0;0.0;0.0;0.0013278404235507566;60.0;0.0;0.00043644004143510347;0.0;0.0
