,Person Count for  - High_HH1,Timestamp,Person Count for  - Low_HH1,Person Count for  - Outside_HH1,Person Count for  - Unknown_HH1,Apparent_HH1,Cold Water_HH1,Electricity_HH1,Hot water_HH1,Inner Device Heat Gains_HH1,None_HH1,Reactive_HH1,Warm Water_HH1
0,1.0,2020-01-01 00:00:00,0.0,1.0,0.0,0.004513472566548512,0.0,0.0031927150202507755,0.0,0.0031927150202507755,0.0,0.002720967664775415,0.0
1,1.0,2020-01-01 00:01:00,0.0,1.0,0.0,0.004457895215694736,0.0,0.0031466243349831035,0.0,0.0031466243349831035,0.0,0.002695408595974583,0.0
2,1.0,2020-01-01 00:02:00,0.0,1.0,0.0,0.004573479519576024,0.0,0.003249380363329962,0.0,0.003249380363329962,0.0,0.00273106205095071,0.0
3,1.0,2020-01-01 00:03:00,0.0,1.0,0.0,0.003923344704848866,0.0,0.0027854815390241355,0.0,0.0027854815390241355,0.0,0.0023070764584118787,0.0
4,1.0,2020-01-01 00:04:00,0.0,1.0,0.0,0.0017146766571919207,0.0,0.0015150164677232925,0.0,0.0015150164677232925,0.0,0.00046577981643730105,0.0
5,1.0,2020-01-01 00:05:00,0.0,1.0,0.0,0.0017171168285312793,0.0,0.0015219717294321054,0.0,0.0015219717294321054,0.0,0.00046470654056613743,0.0
6,1.0,2020-01-01 00:06:00,0.0,1.0,0.0,0.0018290880355550574,0.0,0.0016271784660438474,0.0,0.0016271784660438474,0.0,0.0004990760677664056,0.0
7,1.0,2020-01-01 00:07:00,0.0,1.0,0.0,0.0016736238576049824,0.0,0.0014792733493307845,0.0,0.0014792733493307845,0.0,0.00045031515005413157,0.0
8,1.0,2020-01-01 00:08:00,0.0,1.0,0.0,0.0016826106245420788,0.0,0.0014851086727869247,0.0,0.0014851086727869247,0.0,0.0004534347349899511,0.0
9,1.0,2020-01-01 00:09:00,0.0,1.0,0.0,0.001711961046576919,0.0,0.0015068983627667659,0.0,0.0015068983627667659,0.0,0.00046218472290724365,0.0
10,1.0,2020-01-01 00:10:00,0.0,1.0,0.0,0.0017693210593344767,0.0,0.0015709765146819119,0.0,0.0015709765146819119,0.0,0.00047957742956318474,0.0
11,1.0,2020-01-01 00:11:00,0.0,1.0,0.0,0.0017078428443447087,0.0,0.0015127385774063465,0.0,0.0015127385774063465,0.0,0.00046016083550900474,0.0
12,1.0,2020-01-01 00:12:00,0.0,1.0,0.0,0.001689035062108471,0.0,0.0014920294951486183,0.0,0.0014920294951486183,0.0,0.0004539781083643116,0.0
13,1.0,2020-01-01 00:13:00,0.0,1.0,0.0,0.0017001850951560077,0.0,0.0015101623020154305,0.0,0.0015101623020154305,0.0,0.00043526541605196686,0.0
14,1.0,2020-01-01 00:14:00,0.0,1.0,0.0,0.0017375909540460035,0.0,0.001540553689598027,0.0,0.001540553689598027,0.0,0.0004471591401258448,0.0
15,1.0,2020-01-01 00:15:00,0.0,1.0,0.0,0.0017596566382485856,0.0,0.0015680855946097574,0.0,0.0015680855946097574,0.0,0.00041836919402907864,0.0
16,1.0,2020-01-01 00:16:00,0.0,1.0,0.0,0.001565011184296473,0.0,0.0013836533012900583,0.0,0.0013836533012900583,0.0,0.0003564817176444423,0.0
17,1.0,2020-01-01 00:17:00,0.0,1.0,0.0,0.0016826725491999458,0.0,0.0014900513059174709,0.0,0.0014900513059174709,0.0,0.0003931937001913606,0.0
18,1.0,2020-01-01 00:18:00,0.0,1.0,0.0,0.001628377294162334,0.0,0.0014383561421810048,0.0,0.0014383561421810048,0.0,0.00037532177861658355,0.0
19,1.0,2020-01-01 00:19:00,0.0,1.0,0.0,0.0015173024411983603,0.0,0.0013372689198471758,0.0,0.0013372689198471758,0.0,0.00034156579586266294,0.0
20,1.0,2020-01-01 00:20:00,0.0,1.0,0.0,0.0016017412836236149,0.0,0.0014173362311137173,0.0,0.0014173362311137173,0.0,0.0003671936237298155,0.0
21,1.0,2020-01-01 00:21:00,0.0,1.0,0.0,0.001601293230077521,0.0,0.0014111621205600267,0.0,0.0014111621205600267,0.0,0.0003743873085987423,0.0
22,1.0,2020-01-01 00:22:00,0.0,1.0,0.0,0.0016271678315676412,0.0,0.0014393765748760617,0.0,0.0014393765748760617,0.0,0.00037701624407844884,0.0
23,1.0,2020-01-01 00:23:00,0.0,1.0,0.0,0.0016783530959024267,0.0,0.0014889850093442187,0.0,0.0014889850093442187,0.0,0.0003924515175578822,0.0
24,1.0,2020-01-01 00:24:00,0.0,1.0,0.0,0.0015784915546847005,0.0,0.0013944092197778733,0.0,0.0013944092197778733,0.0,0.0003612665248958401,0.0
25,1.0,2020-01-01 00:25:00,0.0,1.0,0.0,0.0016539753858263644,0.0,0.0014594422850906401,0.0,0.0014594422850906401,0.0,0.00038477707285005703,0.0
26,1.0,2020-01-01 00:26:00,0.0,1.0,0.0,0.0016253515324049267,0.0,0.0014342816639467677,0.0,0.0014342816639467677,0.0,0.0003758424154103727,0.0
27,1.0,2020-01-01 00:27:00,0.0,1.0,0.0,0.0016127932609961062,0.0,0.0014273944108312113,0.0,0.0014273944108312113,0.0,0.0003719964425430158,0.0
28,1.0,2020-01-01 00:28:00,0.0,1.0,0.0,0.0030533301384544375,0.0,0.0025502408135018658,0.0,0.0025502408135018658,0.0,0.0012317595717635879,0.0
29,1.0,2020-01-01 00:29:00,0.0,1.0,0.0,0.0046196525359063125,0.0,0.0033353602058867936,0.0,0.0033353602058867936,0.0,0.002730775835668398,0.0
30,1.0,2020-01-01 00:30:00,0.0,1.0,0.0,0.004674473753432023,0.0,0.0033768177862676446,0.0,0.0033768177862676446,0.0,0.0027585057075777534,0.0
31,1.0,2020-01-01 00:31:00,0.0,1.0,0.0,0.004582547348043758,0.0,0.003290919658107267,0.0,0.003290919658107267,0.0,0.002731341699212746,0.0
32,1.0,2020-01-01 00:32:00,0.0,1.0,0.0,0.004617118437673693,0.0,0.0033161249664843107,0.0,0.0033161249664843107,0.0,0.0027435557688171444,0.0
33,1.0,2020-01-01 00:33:00,0.0,1.0,0.0,0.004585080747489333,0.0,0.003284714556308044,0.0,0.003284714556308044,0.0,0.00273395904066885,0.0
34,1.0,2020-01-01 00:34:00,0.0,1.0,0.0,0.00458178555426933,0.0,0.0032719133528795984,0.0,0.0032719133528795984,0.0,0.002739667289764701,0.0
35,1.0,2020-01-01 00:35:00,0.0,1.0,0.0,0.004575936217823998,0.0,0.003257283321194088,0.0,0.003257283321194088,0.0,0.0027410441243859935,0.0
36,1.0,2020-01-01 00:36:00,0.0,1.0,0.0,0.004618983200536483,0.0,0.003301807629531106,0.0,0.003301807629531106,0.0,0.0027543840459650294,0.0
37,1.0,2020-01-01 00:37:00,0.0,1.0,0.0,0.004538122852387808,0.0,0.0032374853887829377,0.0,0.0032374853887829377,0.0,0.002727104944693303,0.0
38,1.0,2020-01-01 00:38:00,0.0,1.0,0.0,0.0045653074818132805,0.0,0.003258970330646503,0.0,0.003258970330646503,0.0,0.0027401961480326867,0.0
39,1.0,2020-01-01 00:39:00,0.0,1.0,0.0,0.004637022674321373,0.0,0.0033197857941374225,0.0,0.0033197857941374225,0.0,0.002762553345396054,0.0
40,1.0,2020-01-01 00:40:00,0.0,1.0,0.0,0.004587866568199206,0.0,0.0032706734816169308,0.0,0.0032706734816169308,0.0,0.002744920841442535,0.0
41,1.0,2020-01-01 00:41:00,0.0,1.0,0.0,0.00460436972629582,0.0,0.0032837249247503726,0.0,0.0032837249247503726,0.0,0.0027493808720447112,0.0
42,1.0,2020-01-01 00:42:00,0.0,1.0,0.0,0.004617469957973456,0.0,0.0032943726076011723,0.0,0.0032943726076011723,0.0,0.002758163927236955,0.0
43,1.0,2020-01-01 00:43:00,0.0,1.0,0.0,0.0022099399777589616,0.0,0.001845936193544396,0.0,0.001845936193544396,0.0,0.0008166592981447121,0.0
44,1.0,2020-01-01 00:44:00,0.0,1.0,0.0,0.001835789255301549,0.0,0.0016455204297434207,0.0,0.0016455204297434207,0.0,0.0004817186912456256,0.0
45,1.0,2020-01-01 00:45:00,0.0,1.0,0.0,0.0017887216119107886,0.0,0.0015985662253335399,0.0,0.0015985662253335399,0.0,0.0004665378505837256,0.0
46,1.0,2020-01-01 00:46:00,0.0,1.0,0.0,0.0017298541964519507,0.0,0.0015384373562917662,0.0,0.0015384373562917662,0.0,0.00044788032260873535,0.0
47,1.0,2020-01-01 00:47:00,0.0,1.0,0.0,0.0018606660963795833,0.0,0.0016633397321997895,0.0,0.0016633397321997895,0.0,0.0004883842401795406,0.0
48,1.0,2020-01-01 00:48:00,0.0,1.0,0.0,0.0018082529209371874,0.0,0.0016129956632994975,0.0,0.0016129956632994975,0.0,0.00047121305725168256,0.0
49,1.0,2020-01-01 00:49:00,0.0,1.0,0.0,0.0017432051212082217,0.0,0.0015496566832802045,0.0,0.0015496566832802045,0.0,0.0004508425505925782,0.0
50,1.0,2020-01-01 00:50:00,0.0,1.0,0.0,0.0017880913808634832,0.0,0.0016013865855793953,0.0,0.0016013865855793953,0.0,0.00046462709735907686,0.0
51,1.0,2020-01-01 00:51:00,0.0,1.0,0.0,0.0018117046460690487,0.0,0.0016197137982194574,0.0,0.0016197137982194574,0.0,0.00047177020958652467,0.0
52,1.0,2020-01-01 00:52:00,0.0,1.0,0.0,0.0017612360364324614,0.0,0.0015739169570716984,0.0,0.0015739169570716984,0.0,0.0004526636245556322,0.0
53,1.0,2020-01-01 00:53:00,0.0,1.0,0.0,0.0017016176697264422,0.0,0.0015194901346178536,0.0,0.0015194901346178536,0.0,0.0003714424568235857,0.0
54,1.0,2020-01-01 00:54:00,0.0,1.0,0.0,0.0016731949674698076,0.0,0.0014922702790359033,0.0,0.0014922702790359033,0.0,0.00036238089156900274,0.0
55,1.0,2020-01-01 00:55:00,0.0,1.0,0.0,0.0015451378085053406,0.0,0.0013730158852654276,0.0,0.0013730158852654276,0.0,0.00032178036990242686,0.0
